gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason
346,young,4131,42,8,618,0,28,2,0,104,1894,447,1344,12240079,178594.7,29930,2.2,39.1,1126.0,1584737,8947.7,470.1,662.3,7658.9,978,0,1589379,1208369,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,1,452,792.4,14.2,34,57.5,0,512.0,
347,young,4231,25,8,486,0,30,2,0,108,1917,447,1573,12256817,179104.0,34402,2.6,41.7,1126.0,1589322,8954.8,470.3,663.7,7663.9,978,0,1594007,1212432,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,786.3,14.2,34,57.5,0,512.0,
348,young,4182,31,7,225,0,26,1,0,86,2220,447,1506,12278972,179617.1,38554,2.8,44.5,1126.0,1593863,8959.5,470.4,665.0,7666.8,978,0,1598593,1216442,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,780.0,14.2,34,57.5,0,512.0,
349,young,4741,315,8,632,0,18,1,0,80,2042,450,1570,12295009,180045.2,33482,2.4,46.9,1126.0,1598567,8964.5,470.6,667.1,7669.1,978,0,1603339,1220744,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,771.9,14.2,34,57.5,0,512.0,
350,young,4050,24,7,339,0,28,2,0,86,1813,448,1681,12312674,180637.2,27932,2.1,49.0,1126.0,1603156,8994.9,494.7,668.6,7673.6,978,0,1607988,1224668,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,765.3,14.2,34,57.5,0,512.0,
351,young,4243,24,8,211,0,28,1,0,115,2217,446,1539,12327555,181148.0,33492,2.5,51.5,1126.0,1607769,8999.6,494.9,669.9,7676.4,978,0,1612650,1228861,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,758.5,14.2,34,57.5,0,512.0,
352,young,4277,47,8,287,0,28,2,0,96,2092,446,1640,12340891,181658.6,37955,3.0,54.4,1126.0,1612357,9003.6,495.2,671.3,7678.2,982,0,1617292,1233148,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,752.5,14.2,34,57.3,0,512.0,
353,young,4830,30,7,712,0,30,1,0,100,2038,444,1835,12357202,182168.8,37403,2.7,57.2,1126.0,1616996,9009.8,495.4,672.9,7682.3,982,0,1621975,1237196,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,1,452,744.8,14.2,34,57.3,0,512.0,
354,young,4914,34,7,451,0,31,1,0,83,2200,445,2037,12371803,182679.0,36808,2.7,59.9,1126.0,1621632,9014.0,495.6,674.2,7684.6,982,0,1626657,1241395,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,738.9,14.2,34,57.3,0,512.0,
355,young,5103,23,8,334,0,33,2,0,109,2395,446,2125,12396055,183189.5,36349,2.7,62.5,1126.0,1626268,9019.1,495.8,675.6,7687.8,982,0,1631347,1245451,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,732.9,14.2,34,57.3,0,512.0,
356,young,5398,23,7,706,0,30,2,0,103,2068,445,2361,12412563,183700.7,30864,2.2,64.8,1126.0,1630927,9024.1,496.2,677.2,7690.3,982,0,1636044,1249666,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,727.1,14.2,34,57.3,0,512.8,
357,young,5008,320,9,365,0,31,2,0,114,1655,446,2415,12427069,184211.7,23105,1.7,66.5,1126.0,1635589,9029.4,497.0,679.0,7692.8,982,0,1640750,1254058,0,0,0,0,0,0,0,0,0,0,0,1,152.0,0,0,453,721.8,14.2,34,57.3,0,514.5,
358,young,4836,18,6,355,0,28,2,0,98,1940,445,2319,12445265,184724.2,30579,2.3,68.8,1126.0,1640268,9036.2,497.1,680.3,7697.7,982,0,1645486,1258191,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,716.3,14.2,34,57.3,0,516.8,
359,young,5828,24,7,779,0,31,1,0,102,2277,446,2528,12464208,185238.0,38996,2.9,71.6,1126.0,1644987,9039.9,497.3,681.6,7699.4,982,0,1650261,1262504,0,0,0,0,0,0,0,0,0,0,0,1,152.0,0,0,453,710.0,14.2,34,57.3,0,519.6,
360,young,5917,29,7,551,0,34,2,0,117,2137,445,2941,12478853,185753.1,33523,2.4,74.1,1126.0,1649760,9047.2,498.9,683.5,7702.5,982,0,1655078,1266778,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,704.4,14.2,34,57.3,0,522.1,
361,young,5719,57,7,687,0,24,2,0,97,1492,446,3231,12493914,186271.8,23651,1.7,75.8,1126.0,1654570,9052.6,499.1,685.0,7705.7,982,0,1659941,1270982,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,699.1,14.2,34,57.3,0,523.8,
362,young,5680,23,8,689,0,20,1,0,78,1818,446,2954,12509128,186792.7,23964,1.8,77.6,1126.0,1659431,9058.3,499.3,686.6,7709.2,982,0,1664841,1275288,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,694.1,14.2,34,57.3,0,525.6,
363,young,5933,24,8,533,0,32,1,0,105,2135,446,3027,12524255,187316.3,33439,2.5,80.1,1126.0,1664298,9062.8,499.5,687.9,7711.7,982,0,1669759,1279768,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,687.9,14.2,34,57.3,0,528.1,
364,young,5851,27,7,614,0,23,1,0,102,1803,446,3198,12540195,187839.6,34158,2.5,82.6,1126.0,1669219,9070.2,500.4,690.1,7715.7,982,0,1674721,1284061,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,682.3,14.2,34,57.3,0,530.6,
365,full-cycle,13874,251,655,0,0,0,2,0,132,2206,453,151,12559106,188394.2,155510,17.7,17.7,1126.0,1676133,9078.2,500.8,692.6,7720.1,990,0,1681419,1290050,905,8412,2928,114656,28,459,77,0,0,0,1522,0,124.0,11,17,442,870.3,13.9,31,56.0,0,512.0,promoted
366,young,3639,428,9,519,0,37,2,0,113,1837,452,594,12600205,189234.9,22931,4.7,22.4,1126.0,1681940,9090.3,502.7,694.4,7727.7,1046,0,1687240,1294804,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,859.6,2.5,31,52.7,0,512.0,
367,young,2740,27,6,210,0,24,2,0,97,1668,447,662,12619739,189763.5,22077,1.7,24.1,1126.0,1686645,9097.9,502.9,696.4,7732.0,1046,0,1691993,1298855,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,851.1,2.5,31,52.7,0,512.0,
368,young,3471,19,8,360,0,34,1,0,110,2116,448,760,12636349,190272.9,33921,2.6,26.7,1126.0,1691233,9102.3,503.0,697.8,7734.5,1048,0,1696623,1302910,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,843.9,2.5,31,52.6,0,512.0,
369,young,3565,16,6,311,0,35,2,0,79,2180,446,870,12651022,190774.5,37517,2.8,29.4,1126.0,1695788,9107.2,503.3,699.2,7737.4,1048,0,1701235,1307039,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,836.2,2.5,31,52.6,0,512.0,
370,young,3798,33,7,326,0,14,2,0,73,2240,449,990,12664476,191288.2,38537,2.9,32.3,1126.0,1700294,9111.1,503.5,700.5,7739.5,1050,0,1705777,1311152,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,830.2,2.5,31,52.5,0,512.0,
371,young,3397,31,6,487,0,24,2,0,97,1609,455,1070,12678577,191796.7,38576,2.8,35.2,1126.0,1704808,9115.2,503.6,701.9,7741.7,1050,0,1710349,1315330,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,823.7,2.5,31,52.5,0,512.0,
372,young,4038,26,8,398,0,33,2,0,109,2095,455,1293,12693164,192307.6,35540,2.9,38.0,1126.0,1709363,9119.9,503.8,703.3,7744.4,1056,0,1714959,1319369,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,1,460,816.6,2.5,31,52.1,0,512.0,
373,young,3898,45,8,591,0,29,1,0,86,1691,456,1361,12711050,192813.5,26229,2.2,40.2,1126.0,1713892,9125.7,504.0,705.3,7747.5,1062,0,1719567,1323346,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,811.2,2.5,31,51.8,0,512.0,
374,young,3805,23,8,228,0,29,2,0,96,1876,453,1490,12724412,193324.7,27783,2.1,42.3,1126.0,1718460,9129.8,504.2,706.5,7749.7,1062,0,1724187,1327566,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,1,460,805.9,2.5,31,51.8,0,512.0,
375,young,4460,60,6,416,0,23,1,0,76,2227,453,1588,12747455,193834.3,38901,2.9,45.3,1126.0,1723026,9134.2,504.4,707.8,7752.3,1064,0,1728798,1331678,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,800.2,2.5,31,51.7,0,512.0,
376,young,4491,23,8,373,0,33,1,0,105,2276,453,1596,12765038,194343.8,38275,2.8,48.1,1126.0,1727609,9138.8,504.6,709.1,7755.0,1064,0,1733434,1335798,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,793.6,2.5,31,51.7,0,512.0,
377,young,5668,47,8,494,0,41,2,0,126,2731,451,2141,12781299,194853.1,38701,2.8,50.9,1126.0,1732285,9142.0,504.7,710.5,7756.1,1064,0,1738158,1340321,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,785.6,2.5,31,51.7,0,512.0,
378,young,5442,45,8,528,0,22,1,0,105,2690,449,1976,12796156,195362.0,39061,2.9,53.8,1126.0,1736897,9146.4,504.9,711.9,7758.1,1064,0,1742817,1344611,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,779.4,2.5,31,51.7,0,512.0,
379,young,5321,51,15,615,0,36,2,0,109,2121,454,2232,12822482,195873.1,28661,2.1,55.9,1126.0,1741506,9153.5,506.0,714.9,7760.6,1066,0,1747488,1348860,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,774.2,2.5,31,51.5,0,512.0,
380,young,4964,105,7,443,0,42,2,0,127,1725,454,2382,12846398,196384.0,24468,2.7,58.6,1126.0,1746111,9161.7,506.1,718.4,7764.5,1082,0,1752167,1352982,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,769.3,2.5,31,50.6,0,512.0,
381,young,5186,26,7,358,0,36,2,0,100,2422,452,2187,12871193,196891.2,37217,2.7,61.3,1126.0,1750771,9169.2,506.4,719.9,7769.4,1082,0,1756875,1356661,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,763.5,2.5,31,50.6,0,512.0,
382,young,5910,104,12,711,0,32,2,0,114,1908,453,2924,12892999,197403.6,27806,1.9,63.3,1126.0,1755403,9172.8,506.6,721.4,7771.0,1082,0,1761570,1361073,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,1,460,757.7,2.5,31,50.6,0,512.0,
383,young,5251,32,9,413,0,26,2,0,88,2099,453,2485,12916165,197912.2,23774,1.8,65.1,1126.0,1760078,9186.6,511.7,725.9,7774.6,1082,0,1766320,1365262,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,753.6,2.5,31,50.6,0,513.1,
384,young,6922,22,8,988,0,38,2,0,125,2422,453,3245,12933480,198419.3,32406,2.3,67.4,1126.0,1764759,9192.7,511.8,727.4,7778.5,1082,0,1771061,1369262,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,748.0,2.5,31,50.6,0,515.4,
385,young,6367,64,6,1077,0,38,2,1,120,2167,455,2791,12950100,198934.0,25817,1.9,69.3,1126.0,1769487,9197.3,512.0,729.0,7781.0,1082,0,1775826,1373684,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,743.1,2.5,31,50.6,0,517.3,
386,young,5594,36,8,369,0,34,2,0,114,2323,455,2609,12965563,199448.6,31037,2.3,71.6,1126.0,1774265,9202.7,512.4,730.7,7783.5,1082,0,1780643,1377885,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,738.5,2.5,31,50.6,0,519.6,
387,young,5789,21,6,452,0,37,2,0,86,2509,457,2597,12982043,199965.5,37917,2.8,74.4,1126.0,1779057,9208.1,512.6,732.1,7786.7,1082,0,1785496,1382216,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,732.4,2.5,31,50.6,0,522.4,
388,young,5852,24,9,517,0,36,2,0,114,2454,456,2626,12998177,200483.0,38509,2.8,77.3,1126.0,1783909,9213.4,512.8,733.6,7790.0,1082,0,1790389,1386541,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,725.8,2.5,31,50.6,0,525.3,
389,young,5301,40,6,244,0,22,1,0,81,2228,457,2640,13016521,201001.5,38487,2.8,80.1,1126.0,1788776,9221.5,515.8,735.6,7792.6,1082,0,1795312,1390982,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,720.3,2.5,31,50.6,0,528.1,
390,young,6003,20,7,416,0,30,2,0,117,2360,456,2948,13035427,201524.4,36815,2.7,82.8,1126.0,1793700,9233.8,519.1,740.9,7795.9,1082,0,1800292,1395445,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,461,714.7,2.5,31,50.6,0,530.8,
391,full-cycle,9780,28,977,0,0,0,1,1,115,1796,439,134,13054617,202055.8,165434,19.5,19.5,1126.0,1799734,9240.1,519.4,742.8,7799.4,1110,0,1806374,1400917,1004,5322,2205,139737,19,202,46,0,0,0,1188,0,146.0,10,9,437,859.4,17.2,34,59.5,0,512.0,promoted
392,young,3727,25,8,594,0,31,2,0,115,2152,443,742,13083596,202895.3,38049,5.9,25.4,1126.0,1805732,9248.4,519.7,744.8,7804.9,1146,0,1812410,1405816,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,831.6,16.2,34,57.4,0,512.0,
393,young,3410,48,8,472,0,27,1,0,110,1624,451,1027,13100285,203371.6,27050,2.0,27.4,1126.0,1810248,9253.1,519.9,746.2,7807.5,1148,0,1816978,1409923,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,824.5,16.2,34,57.2,0,512.0,
394,young,3090,44,8,366,0,33,2,0,105,1526,451,956,13116441,203878.6,23551,1.8,29.2,1126.0,1814741,9258.5,520.0,747.8,7810.6,1148,0,1821530,1414034,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,819.6,16.2,34,57.2,0,512.0,
395,young,3892,29,7,182,0,31,2,0,89,2401,452,1095,13132840,204391.5,36806,2.7,32.0,1126.0,1819234,9265.1,520.2,749.1,7815.3,1148,0,1826067,1417999,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,813.0,16.2,34,57.2,0,512.0,
396,young,3808,94,8,376,0,38,2,0,108,1926,453,1176,13146925,204901.6,36875,2.7,34.6,1126.0,1823757,9269.9,520.4,750.5,7818.1,1148,0,1830637,1422002,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,806.6,16.2,34,57.2,0,512.0,
397,young,3780,19,13,360,0,17,1,0,76,1934,452,1271,13160446,205412.8,34472,2.5,37.2,1126.0,1828394,9274.2,520.6,751.7,7820.6,1148,0,1835333,1426185,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,798.1,16.2,34,57.2,0,512.0,
398,young,4121,26,7,256,0,28,1,1,106,2169,450,1461,13177498,205921.5,31575,2.3,39.5,1126.0,1832910,9281.0,520.9,753.3,7825.3,1148,0,1839908,1429993,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,1,454,791.2,16.2,34,57.2,0,512.0,
399,young,4211,27,6,530,0,32,1,0,104,2025,450,1414,13192281,206431.0,31414,2.3,41.8,1126.0,1837518,9287.1,521.8,754.9,7828.5,1148,0,1844559,1434240,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,784.7,16.2,34,57.2,0,512.0,
400,young,4596,18,7,472,0,37,2,0,118,2214,453,1654,13206494,206939.0,37515,3.1,44.9,1126.0,1842039,9292.4,522.0,756.4,7831.6,1156,0,1849141,1438269,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,1,454,778.4,16.2,34,56.8,0,512.0,
401,young,4177,19,6,310,0,28,2,0,100,1909,452,1738,13221242,207449.8,33608,2.5,47.5,1126.0,1846619,9296.5,522.2,757.7,7833.9,1158,0,1853761,1442457,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,772.0,16.2,34,56.7,0,512.0,
402,young,4369,27,8,185,0,31,1,0,85,2031,452,1921,13237076,207959.1,31697,2.4,49.8,1126.0,1851184,9303.7,522.4,759.3,7838.7,1158,0,1858373,1446432,0,0,0,0,0,0,0,0,0,0,0,1,148.0,0,0,455,766.9,16.2,34,56.7,0,512.0,
403,young,5021,50,6,514,0,42,1,0,122,2297,452,1881,13254780,208470.9,30466,2.3,52.1,1126.0,1855752,9307.6,522.5,761.4,7840.1,1160,0,1862992,1450777,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,761.4,16.2,34,56.5,0,512.0,
404,young,5132,63,6,645,0,27,2,0,100,1924,451,2254,13272600,208982.4,25389,1.9,54.0,1126.0,1860338,9313.7,522.7,762.8,7844.2,1160,0,1867634,1454715,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,756.7,16.2,34,56.5,0,512.0,
405,young,4711,45,9,568,0,28,1,1,113,1788,451,2058,13290977,209493.6,28891,2.1,56.1,1126.0,1865129,9318.1,522.9,764.5,7846.3,1160,0,1872466,1459122,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,748.1,16.2,34,56.5,0,512.0,
406,young,4578,26,6,576,0,29,2,0,102,1574,452,2160,13304014,210000.6,25662,1.9,58.0,1126.0,1869771,9321.8,523.1,765.9,7848.1,1160,0,1877159,1463459,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,742.7,16.2,34,56.5,0,512.0,
407,young,5530,446,9,495,0,28,2,0,78,1980,451,2390,13322218,210511.0,32674,2.4,60.5,1126.0,1874423,9326.8,523.2,767.2,7851.1,1160,0,1881854,1467570,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,737.3,16.2,34,56.5,0,512.0,
408,young,5199,19,7,582,0,20,1,0,80,2153,453,2275,13340071,211021.4,34349,2.5,63.0,1126.0,1879095,9332.4,523.7,769.3,7853.9,1160,0,1886583,1471809,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,731.6,16.2,34,56.5,0,512.0,
409,young,5684,22,6,647,0,31,2,0,112,2151,452,2642,13357804,211530.1,33115,2.5,65.4,1126.0,1883784,9336.7,523.8,770.7,7856.3,1160,0,1891312,1476041,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,725.1,16.2,34,56.5,0,513.4,
410,young,5046,24,8,693,0,24,2,0,80,1780,454,2367,13372229,212034.8,26527,1.9,67.3,1126.0,1888481,9340.5,524.2,772.4,7857.6,1160,0,1896060,1480495,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,720.2,16.2,34,56.5,0,515.3,
411,young,4829,24,8,666,0,17,1,0,76,1594,454,2370,13391508,212545.4,21506,1.7,68.9,1126.0,1893246,9346.2,524.6,774.0,7861.0,1160,0,1900886,1484465,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,714.1,16.2,34,56.5,0,516.9,
412,young,5538,26,6,560,0,19,1,0,99,2230,452,2510,13409951,213064.2,35665,2.6,71.6,1126.0,1897962,9352.3,524.8,775.7,7864.7,1160,0,1905640,1488587,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,707.8,16.2,34,56.5,0,519.6,
413,young,5445,17,8,600,0,24,1,0,76,1967,453,2660,13425661,213580.5,32865,3.1,74.6,1126.0,1902697,9355.8,525.1,777.2,7866.2,1174,0,1910435,1493054,0,0,0,0,0,0,0,0,0,0,0,1,148.0,0,0,455,701.6,16.2,34,55.7,0,522.6,
414,young,5515,27,9,393,0,32,1,1,105,1948,454,2858,13446450,214097.9,26114,2.0,76.6,1126.0,1907472,9362.5,526.0,779.0,7869.3,1176,0,1915297,1497369,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,2,453,695.7,16.2,34,55.6,0,524.6,
415,young,5638,24,9,350,0,31,2,0,113,1988,455,3046,13463216,214610.4,29541,2.3,79.0,1126.0,1912304,9367.7,526.3,780.9,7871.6,1178,0,1920187,1501700,0,0,0,0,0,0,0,0,0,0,0,1,148.0,0,0,455,690.8,16.2,34,55.5,0,527.0,
416,young,5729,22,8,662,0,29,2,0,104,2016,455,2817,13481896,215142.5,37723,2.8,81.7,1126.0,1917158,9373.6,526.5,782.4,7875.3,1178,0,1925098,1506014,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,684.3,16.2,34,55.5,0,529.7,
417,young,5708,137,9,384,0,28,1,0,103,2173,451,2804,13505874,215561.3,36116,2.6,84.4,1126.0,1922117,9379.1,526.8,784.5,7877.8,1178,0,1930099,1510418,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,455,677.8,16.2,34,55.5,0,532.4,
418,full-cycle,10625,32,1024,0,0,0,1,0,111,1876,439,127,13526876,216209.0,152683,18.4,18.4,1126.0,1928031,9388.0,527.9,786.8,7882.9,1200,0,1936012,1515519,1056,5894,2476,120134,19,385,61,0,0,0,1133,0,130.0,12,11,442,866.7,13.2,33,58.1,0,512.0,promoted
419,young,2592,176,10,191,0,21,1,0,74,1498,441,512,13560936,217000.7,22987,5.1,23.5,1126.0,1933909,9393.7,528.4,788.8,7885.6,1250,0,1941927,1520648,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,850.8,8.6,33,55.1,0,512.0,
420,young,2972,31,7,505,0,28,2,0,102,1481,448,734,13579539,217548.2,17959,2.1,25.6,1126.0,1938616,9399.6,528.6,790.4,7889.2,1268,0,1946711,1524785,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,841.8,8.6,33,54.1,0,512.0,
421,young,2298,26,7,243,0,18,1,0,75,1191,448,684,13596740,218054.3,14181,1.1,26.7,1126.0,1943133,9406.8,528.8,792.1,7894.0,1268,0,1951288,1528614,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,837.7,8.6,33,54.1,0,512.0,
422,young,3446,22,8,652,0,29,1,0,99,1710,447,841,13611325,218567.2,28430,2.2,28.9,1126.0,1947628,9412.1,529.0,793.4,7897.6,1270,0,1955842,1532609,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,831.8,8.6,33,54.0,0,512.0,
423,young,3550,25,6,543,0,39,2,1,116,1836,449,910,13625944,219076.8,30996,2.2,31.2,1126.0,1952155,9417.6,529.2,795.0,7900.3,1270,0,1960418,1536717,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,459,825.3,8.6,33,54.0,0,512.0,
424,young,3810,100,8,606,0,40,1,1,125,1718,449,1115,13644761,219586.3,23287,1.7,32.9,1126.0,1956643,9424.1,529.6,797.0,7904.1,1270,0,1964959,1540707,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,821.5,8.6,33,54.0,0,512.0,
425,young,3794,17,7,577,0,23,2,0,85,1926,449,1089,13661984,220097.7,28410,2.3,35.1,1126.0,1961147,9432.6,531.7,799.4,7907.7,1272,0,1969528,1544599,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,816.6,8.6,33,53.9,0,512.0,
426,young,4272,100,9,550,0,39,2,0,115,2260,450,1149,13678482,220608.5,37588,2.7,37.9,1126.0,1965708,9439.0,532.1,801.5,7910.5,1272,0,1974130,1548723,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,459,809.9,8.6,33,53.9,0,512.0,
427,young,4079,26,8,165,0,35,2,0,120,2289,451,1391,13694822,221115.0,36433,2.7,40.6,1126.0,1970237,9445.1,532.3,802.9,7914.8,1272,0,1978706,1552632,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,805.3,8.6,33,53.9,0,512.0,
428,young,4683,123,34,408,0,34,2,0,139,2192,449,1672,13710959,221630.1,31139,2.2,42.8,1126.0,1974811,9451.7,532.5,804.4,7919.3,1272,0,1983338,1556566,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,799.4,8.6,33,53.9,0,512.0,
429,young,3760,39,7,478,0,33,2,0,113,1487,447,1458,13732682,222140.0,21095,1.6,44.3,1126.0,1979447,9457.0,532.7,806.1,7922.2,1272,0,1988037,1560806,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,793.6,8.6,33,53.9,0,512.0,
430,young,4691,227,7,734,0,31,2,0,111,1764,451,1706,13748877,222649.6,24226,1.8,46.1,1126.0,1984016,9462.4,532.9,807.7,7925.5,1272,0,1992672,1564896,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,459,788.5,8.6,33,53.9,0,512.0,
431,young,4449,256,8,313,0,32,2,0,109,1937,453,1712,13768397,223162.3,28878,2.1,48.3,1126.0,1988589,9469.0,533.1,809.0,7930.1,1272,0,1997327,1568965,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,783.6,8.6,33,53.9,0,512.0,
432,young,4042,33,7,604,0,24,2,0,95,1321,453,1865,13782364,223672.6,27065,2.0,50.2,1126.0,1993294,9473.5,533.3,810.6,7932.5,1272,0,2002077,1573299,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,2,458,775.8,8.6,33,53.9,0,512.0,
433,young,4748,535,6,449,0,37,2,0,133,1772,454,1718,13801622,224181.0,24513,1.8,52.1,1126.0,1997918,9481.7,534.3,812.2,7937.5,1272,0,2006747,1577183,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,770.8,8.6,33,53.9,0,512.0,
434,young,4407,122,7,473,0,34,2,0,106,1568,452,2010,13830053,224574.2,21634,1.6,53.6,1126.0,2002629,9491.7,534.5,814.0,7945.0,1272,0,2011512,1580525,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,764.1,8.6,33,53.9,0,512.0,
435,young,4032,40,7,410,0,26,1,0,83,1782,450,1563,13852401,225196.8,24854,1.9,55.5,1126.0,2007241,9497.7,534.6,815.9,7948.7,1272,0,2016165,1584519,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,759.9,8.6,33,53.9,0,512.0,
436,young,4187,28,7,180,0,26,2,0,95,2291,454,1476,13867634,225709.0,37847,2.8,58.3,1126.0,2011855,9501.7,534.8,817.2,7950.8,1272,0,2020828,1588812,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,753.4,8.6,33,53.9,0,512.0,
437,young,4152,16,6,260,0,16,1,0,71,2020,454,1695,13885633,226219.6,38822,2.8,61.2,1126.0,2016479,9505.7,535.0,818.6,7952.8,1272,0,2025506,1593077,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,0,460,746.9,8.6,33,53.9,0,512.0,
438,young,4591,96,8,463,0,27,2,0,101,1970,453,1827,13905595,226729.9,34836,2.5,63.7,1126.0,2021118,9510.9,535.5,820.2,7955.6,1272,0,2030201,1597306,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,460,741.0,8.6,33,53.9,0,512.0,
