gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason
252,young,5228,96,8,792,0,22,1,0,72,1760,381,2385,10526458,129181.3,24609,1.8,70.6,1126.0,1149251,8346.2,393.4,511.2,7329.7,611,0,1150593,828204,0,0,0,0,0,0,0,0,0,0,0,0,292.0,0,0,389,599.7,17.7,28,44.4,0,518.6,
253,young,5905,20,7,831,0,28,1,0,81,2104,379,2737,10541791,129691.9,31595,2.4,72.9,1126.0,1153994,8352.6,393.6,512.7,7334.0,611,0,1155391,832282,0,0,0,0,0,0,0,0,0,0,0,1,292.0,0,0,389,593.7,17.7,28,44.4,0,520.9,
254,young,5930,30,7,765,0,24,2,0,86,1997,380,2938,10570214,130207.7,34275,2.5,75.5,1126.0,1158794,8358.4,393.8,514.3,7337.5,611,0,1160240,836570,0,0,0,0,0,0,0,0,0,0,0,1,292.0,0,0,389,587.3,17.7,28,44.4,0,523.5,
255,young,5624,34,9,699,0,21,2,0,84,2024,379,2678,10584777,130725.5,30575,2.2,77.7,1126.0,1163640,8363.0,394.1,515.7,7340.0,611,0,1165133,840943,0,0,0,0,0,0,0,0,0,0,0,0,292.0,0,0,389,581.6,17.7,28,44.4,0,525.7,
256,young,6052,96,7,932,0,22,1,0,77,2298,379,2550,10599550,131245.8,32492,2.4,80.1,1126.0,1168510,8368.3,394.3,517.3,7342.9,611,0,1170068,845291,0,0,0,0,0,0,0,0,0,0,0,0,292.0,0,3,386,575.0,17.7,28,44.4,0,528.1,
257,young,6146,81,6,532,0,22,1,0,71,2181,380,3162,10615284,131767.4,36104,2.6,82.7,1126.0,1173416,8373.4,394.5,519.2,7345.4,611,0,1175020,849834,0,0,0,0,0,0,0,0,0,0,0,1,292.0,0,0,389,569.6,17.7,28,44.4,0,530.7,
258,full-cycle,11063,53,1118,0,0,0,2,1,74,1789,367,90,10633042,132327.2,165572,19.5,19.5,1126.0,1179482,8385.6,400.9,521.1,7348.5,643,0,1180441,855214,1171,5977,2728,130084,165,576,99,0,0,0,1111,0,220.0,13,9,401,785.8,11.1,30,51.2,0,512.0,promoted
259,young,4085,33,8,994,0,38,2,0,109,1992,356,768,10672291,133126.0,32410,5.7,25.2,1126.0,1184430,8391.0,401.1,522.5,7351.8,679,0,1185416,859362,0,0,0,0,0,0,0,0,0,0,0,0,224.0,0,0,420,785.4,10.5,30,49.1,0,512.0,
260,young,3826,28,6,485,0,25,2,0,87,2222,358,919,10686950,133616.6,35830,2.9,28.1,1126.0,1188761,8400.5,406.5,523.6,7354.1,685,0,1189814,863246,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,779.3,10.5,30,48.7,0,512.0,
261,young,4016,205,8,515,0,24,1,0,111,1984,385,1058,10704720,134026.9,31188,3.0,31.1,1126.0,1193186,8413.1,406.8,525.5,7364.1,701,0,1194307,865721,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,1,419,771.1,10.5,30,47.8,0,512.0,
262,young,4306,358,8,751,0,21,2,1,90,1688,375,1212,10738177,134603.7,23867,2.0,33.1,1126.0,1197485,8437.2,417.6,532.5,7369.8,705,0,1198685,869487,0,0,0,0,0,0,0,0,0,0,0,1,226.0,0,0,420,767.0,10.5,30,47.6,0,512.0,
263,young,3895,35,6,738,0,25,2,0,94,1860,399,1045,10760513,135144.3,27632,2.0,35.1,1126.0,1201810,8445.8,421.7,534.3,7371.8,705,0,1203087,873435,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,761.7,10.5,30,47.6,0,512.0,
264,young,4301,48,22,470,0,32,2,0,102,2310,404,1250,10780814,135654.0,32088,2.4,37.5,1126.0,1206158,8450.7,421.9,535.5,7374.9,705,0,1207482,877113,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,756.4,10.5,30,47.6,0,512.0,
265,young,3967,44,6,666,0,20,2,1,74,1790,399,1244,10797351,136164.3,32846,2.4,39.9,1126.0,1210533,8455.9,422.2,537.0,7378.0,705,0,1211901,880873,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,751.1,10.5,30,47.6,0,512.0,
266,young,4420,254,7,496,0,22,1,1,67,2025,401,1480,10812945,136674.1,30068,2.3,42.2,1126.0,1214929,8459.8,422.4,538.3,7379.8,705,0,1216333,884997,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,746.1,10.5,30,47.6,0,512.0,
267,young,4630,31,9,496,0,19,2,0,68,2248,398,1648,10832120,137184.4,37028,2.7,44.9,1126.0,1219334,8465.8,422.6,539.8,7383.7,705,0,1220792,888715,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,740.1,10.5,30,47.6,0,512.0,
268,young,4656,50,8,312,0,23,1,0,68,2474,397,1628,10846524,137694.0,36514,2.7,47.6,1126.0,1223760,8470.8,422.8,541.1,7386.5,705,0,1225268,892576,0,0,0,0,0,0,0,0,0,0,0,1,226.0,0,0,420,735.1,10.5,30,47.6,0,512.0,
269,young,5705,672,9,672,0,21,2,0,70,2270,393,1832,10876471,138186.2,32096,2.3,49.9,1126.0,1228198,8477.1,423.9,542.4,7389.6,705,0,1229769,896583,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,729.5,10.5,30,47.6,0,512.0,
270,young,4868,37,8,394,0,23,2,0,86,2182,404,2029,10917230,138679.1,28798,2.6,52.5,1126.0,1232622,8489.9,424.6,544.2,7398.8,715,0,1234281,898929,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,724.5,10.5,30,47.0,0,512.0,
271,young,5287,36,9,934,0,17,1,0,67,1865,398,2261,10934368,139218.5,29791,2.1,54.6,1126.0,1237054,8497.8,425.8,545.7,7403.7,715,0,1238790,902290,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,718.6,10.5,30,47.0,0,512.0,
272,young,4769,65,8,508,0,26,2,0,96,1887,402,2091,10951532,139727.9,26532,2.0,56.7,1126.0,1241519,8503.0,425.9,546.9,7407.1,715,0,1243316,906309,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,713.7,10.5,30,47.0,0,512.0,
273,young,5180,24,7,818,0,19,1,0,66,2170,397,1989,10963638,140239.0,37564,2.8,59.4,1126.0,1246031,8507.0,426.1,548.2,7409.2,715,0,1247874,910502,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,707.5,10.5,30,47.0,0,512.0,
274,young,5440,21,7,389,0,26,2,0,95,2551,398,2298,10978322,140741.0,38244,2.8,62.2,1126.0,1250568,8511.6,426.4,549.4,7411.9,715,0,1252452,914512,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,701.9,10.5,30,47.0,0,512.0,
275,young,5389,33,6,690,0,17,1,0,60,1751,398,2711,10991932,141256.5,31252,2.2,64.5,1126.0,1255115,8515.4,426.5,550.7,7413.8,715,0,1257054,918716,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,1,419,696.4,10.5,30,47.0,0,512.5,
276,young,5106,42,7,362,0,32,2,0,72,2202,393,2344,11009610,141765.5,28049,2.1,66.6,1126.0,1259674,8520.7,426.7,552.5,7416.7,715,0,1261663,922812,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,692.5,10.5,30,47.0,0,514.6,
277,young,5192,61,6,601,0,20,2,0,80,2320,400,2034,11025737,142275.7,38044,2.8,69.4,1126.0,1264275,8525.7,427.1,553.9,7419.5,715,0,1266298,926928,0,0,0,0,0,0,0,0,0,0,0,1,226.0,0,0,420,686.5,10.5,30,47.0,0,517.4,
278,young,5349,34,6,924,0,26,1,0,77,2204,397,1994,11040062,142787.5,36227,2.7,72.1,1126.0,1268910,8529.7,427.3,555.3,7421.5,715,0,1270984,931278,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,680.2,10.5,30,47.0,0,520.1,
279,young,5064,36,7,662,0,20,2,0,85,1771,396,2395,11058745,143300.6,29345,2.1,74.1,1126.0,1273589,8536.7,428.3,557.1,7425.3,715,0,1275704,935368,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,674.7,10.5,30,47.0,0,522.1,
280,young,5377,33,7,667,0,29,2,0,80,2031,397,2420,11078107,143816.3,24109,1.8,76.0,1126.0,1278297,8543.0,428.5,558.7,7429.5,715,0,1280481,939552,0,0,0,0,0,0,0,0,0,0,0,1,226.0,0,0,420,670.2,10.5,30,47.0,0,524.0,
281,young,5542,37,9,589,0,23,2,0,73,2181,400,2542,11112214,144332.7,35016,2.6,78.6,1126.0,1283007,8553.3,429.0,560.2,7437.4,715,0,1285268,942546,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,664.8,10.5,30,47.0,0,526.6,
282,young,5799,34,7,812,0,17,1,0,72,2275,401,2515,11125784,144851.7,33934,2.5,81.0,1126.0,1287773,8557.9,429.3,562.1,7439.1,715,0,1290103,946979,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,659.3,10.5,30,47.0,0,529.0,
283,young,6005,33,7,496,0,23,2,0,92,2458,403,2741,11142655,145378.8,29442,2.2,83.2,1126.0,1292600,8565.5,430.8,565.2,7441.6,715,0,1294987,951483,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,654.3,10.5,30,47.0,0,531.2,
284,young,5501,32,8,674,0,23,2,0,90,1925,397,2654,11159101,145904.1,26324,1.9,85.1,1126.0,1297448,8571.0,431.0,566.7,7444.8,715,0,1299897,955754,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,420,649.3,10.5,30,47.0,0,533.1,
285,full-cycle,11939,42,598,0,0,0,2,0,82,1742,339,100,11176447,146481.6,158053,19.1,19.1,1126.0,1303506,8580.7,432.4,569.3,7449.8,744,0,1305955,960902,640,6602,2440,127226,49,447,94,0,0,0,2178,0,270.0,13,27,355,700.0,14.4,33,57.2,0,512.0,promoted
286,young,3265,52,7,592,0,20,1,1,83,1671,353,638,11207211,147192.8,22741,5.6,24.7,1126.0,1308233,8586.7,432.6,570.7,7453.5,796,0,1310740,965019,0,0,0,0,0,0,0,0,0,0,0,0,276.0,0,0,391,729.2,9.6,33,54.2,0,512.0,
287,young,3473,25,8,482,0,13,1,0,84,2090,367,715,11222842,147707.1,33709,3.1,27.8,1126.0,1312519,8593.8,432.8,572.1,7458.7,808,0,1315120,968553,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,723.7,9.6,33,53.5,0,512.0,
288,young,3046,25,7,378,0,18,1,0,58,1657,371,814,11238415,148224.9,38240,2.8,30.6,1126.0,1316870,8600.7,433.4,573.3,7463.3,808,0,1319521,972312,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,717.6,9.6,33,53.5,0,512.0,
289,young,3936,26,7,520,0,24,2,0,83,2196,379,1004,11253514,148733.6,37756,2.8,33.4,1126.0,1321227,8607.7,433.8,574.8,7468.2,808,0,1323918,975943,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,711.7,9.6,33,53.5,0,512.0,
290,young,4041,25,7,479,0,17,1,0,68,2268,381,1074,11268724,149242.0,37983,2.8,36.1,1126.0,1325595,8612.6,433.9,576.1,7471.2,808,0,1328335,979799,0,0,0,0,0,0,0,0,0,0,0,1,278.0,0,0,391,705.5,9.6,33,53.5,0,512.0,
291,young,4189,28,9,455,0,23,1,0,80,2360,381,1171,11284633,149753.5,36240,2.7,38.8,1126.0,1329985,8618.3,434.1,577.4,7475.1,808,0,1332774,983551,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,699.5,9.6,33,53.5,0,512.0,
292,young,4354,68,8,592,0,17,1,0,78,2202,384,1312,11307935,150263.4,33212,2.4,41.2,1126.0,1334446,8629.1,435.6,578.7,7482.3,808,0,1337279,987265,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,693.0,9.6,33,53.5,0,512.0,
293,young,3802,152,8,920,0,18,2,0,62,1318,376,1209,11326519,150772.1,23266,1.7,43.0,1126.0,1338910,8633.4,436.5,580.4,7483.6,810,0,1341817,991516,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,687.5,9.6,33,53.3,0,512.0,
294,young,3692,42,7,494,0,18,1,0,68,1610,375,1393,11341976,151281.8,20853,1.6,44.6,1126.0,1343341,8638.2,436.7,581.7,7486.4,810,0,1346317,995562,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,683.4,9.6,33,53.3,0,512.0,
295,young,4436,21,7,382,0,21,1,0,79,2306,376,1534,11357665,151792.5,33954,2.5,47.1,1126.0,1347797,8643.0,436.9,583.0,7489.4,810,0,1350822,999586,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,677.5,9.6,33,53.3,0,512.0,
296,young,3864,23,7,484,0,19,2,0,58,1518,375,1676,11372458,152302.3,32652,2.4,49.5,1126.0,1352289,8647.6,437.1,584.2,7492.2,810,0,1355372,1003619,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,671.6,9.6,33,53.3,0,512.0,
297,young,4734,29,8,1064,0,20,2,0,68,1646,375,1826,11387238,152810.5,30647,2.3,51.8,1126.0,1356784,8653.8,437.3,585.7,7496.4,810,0,1359912,1007392,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,666.1,9.6,33,53.3,0,512.0,
298,young,5653,32,7,661,0,29,2,0,99,2648,377,2097,11402160,153313.2,35933,2.6,54.4,1126.0,1361291,8659.4,437.5,587.1,7499.9,810,0,1364469,1011375,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,660.6,9.6,33,53.3,0,512.0,
299,young,4700,45,6,534,0,29,2,0,82,2298,384,1615,11422453,153824.7,32671,2.5,56.9,1126.0,1365805,8665.2,437.6,588.5,7503.8,812,0,1369048,1015368,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,655.1,9.6,33,53.2,0,512.0,
300,young,4748,101,7,615,0,21,2,0,73,1966,380,1844,11450790,154262.5,25965,1.9,58.8,1126.0,1370340,8671.5,437.8,590.6,7507.4,812,0,1373636,1019313,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,650.8,9.6,33,53.2,0,512.0,
301,young,4698,19,8,432,0,31,2,0,90,2209,380,1840,11471253,154848.4,30652,2.5,61.3,1126.0,1374853,8677.3,438.0,591.9,7511.4,816,0,1378221,1023275,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,645.4,9.6,33,53.0,0,512.0,
302,young,4726,27,6,598,0,22,1,0,74,1728,379,2192,11486151,155357.5,28154,2.0,63.2,1126.0,1379414,8685.2,440.8,594.5,7513.3,816,0,1382825,1027472,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,640.4,9.6,33,53.0,0,512.0,
303,young,4758,34,25,755,0,22,1,0,88,1718,375,2032,11501451,155867.0,21717,1.7,64.9,1126.0,1384009,8689.3,440.9,595.7,7515.7,816,0,1387452,1031603,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,636.3,9.6,33,53.0,0,512.9,
304,young,5558,26,8,698,0,20,1,0,72,2174,376,2487,11516010,156376.6,32448,2.4,67.3,1126.0,1388617,8693.5,441.1,597.0,7518.1,816,0,1392111,1035781,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,630.5,9.6,33,53.0,0,515.3,
305,young,5848,20,8,636,0,26,2,0,93,2244,375,2746,11534852,156886.3,33710,2.5,69.8,1126.0,1393263,8698.3,441.3,598.4,7520.5,816,0,1396803,1039925,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,624.9,9.6,33,53.0,0,517.8,
306,young,5450,25,8,408,0,24,2,0,69,2220,380,2634,11555803,157382.2,37876,2.8,72.6,1126.0,1397943,8709.8,441.6,599.9,7529.9,816,0,1401525,1042593,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,618.7,9.6,33,53.0,0,520.6,
307,young,5825,38,19,465,0,25,1,0,88,2390,377,2728,11571935,157909.4,35992,2.6,75.2,1126.0,1402653,8714.7,441.8,601.3,7532.9,816,0,1406295,1046854,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,612.4,9.6,33,53.0,0,523.2,
308,young,5798,17,6,462,0,22,2,0,85,1989,379,3127,11589913,158425.8,36222,2.7,77.9,1126.0,1407432,8719.9,442.0,602.8,7535.8,816,0,1411114,1050974,0,0,0,0,0,0,0,0,0,0,0,1,278.0,0,0,391,606.6,9.6,33,53.0,0,525.9,
309,young,5537,18,6,311,0,22,2,0,78,2172,381,2836,11604906,158945.8,37088,2.7,80.6,1126.0,1412239,8725.5,442.6,604.7,7538.4,816,0,1415968,1055351,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,600.7,9.6,33,53.0,0,528.6,
310,young,5920,30,7,896,0,21,1,1,66,2195,382,2648,11618376,159463.1,37018,2.7,83.3,1126.0,1417094,8730.1,442.8,606.1,7541.0,816,0,1420873,1059699,0,0,0,0,0,0,0,0,0,0,0,0,278.0,0,0,391,594.1,9.6,33,53.0,0,531.3,
311,full-cycle,14920,33,1132,0,0,0,2,0,102,1631,376,119,11645535,160073.2,160679,19.3,19.3,1126.0,1424093,8749.5,452.1,608.9,7547.9,850,0,1427043,1065425,1165,7530,2803,131134,21,932,78,0,0,0,3348,1,178.0,16,40,385,761.4,14.6,33,56.9,0,512.0,promoted
312,young,3141,25,8,326,0,17,1,0,73,2052,380,573,11670164,160861.8,31779,5.8,25.0,1126.0,1428333,8755.4,452.3,610.1,7552.0,886,0,1431306,1068995,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,815.2,3.5,33,54.8,0,512.0,
313,young,3493,94,8,363,0,18,1,0,68,2133,374,740,11682738,161367.8,38571,3.9,28.9,1126.0,1432716,8759.2,452.4,611.5,7553.8,908,0,1435765,1073075,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,808.3,3.5,33,53.5,0,512.0,
314,young,3622,34,6,335,0,19,1,0,76,2060,380,1009,11698423,161873.7,37911,3.2,32.1,1126.0,1437056,8766.6,452.6,612.7,7559.4,916,0,1440176,1076749,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,801.9,3.5,33,53.1,0,512.0,
315,young,3078,31,7,368,0,14,1,0,56,1501,381,999,11713298,162381.9,31514,2.4,34.4,1126.0,1441397,8773.4,454.3,614.3,7562.6,918,0,1444584,1080579,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,796.7,3.5,33,53.0,0,512.0,
316,young,3291,50,6,363,0,22,1,0,79,1699,390,991,11730482,162889.4,24490,1.9,36.3,1126.0,1445774,8778.9,454.4,615.6,7566.3,920,0,1449028,1084309,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,791.3,3.5,33,52.8,0,512.0,
317,young,3832,24,8,417,0,17,1,0,68,1975,381,1243,11745590,163399.8,31991,2.4,38.7,1126.0,1450171,8782.9,454.6,616.9,7568.3,920,0,1453470,1088318,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,785.8,3.5,33,52.8,0,512.0,
318,young,4336,22,8,204,0,26,2,0,91,2438,381,1456,11762600,163910.1,39086,2.9,41.6,1126.0,1454551,8789.2,454.8,618.2,7572.6,920,0,1457904,1092201,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,779.7,3.5,33,52.8,0,512.0,
319,young,4113,24,6,517,0,26,2,0,93,2077,390,1289,11777022,164419.1,31959,2.3,43.9,1126.0,1458940,8793.1,455.0,619.6,7574.7,920,0,1462357,1096249,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,773.8,3.5,33,52.8,0,512.0,
320,young,3444,19,8,466,0,19,2,0,79,1579,400,1219,11793215,164928.2,25852,1.9,45.8,1126.0,1463324,8802.5,460.2,621.2,7576.7,920,0,1466792,1100284,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,1,430,768.8,3.5,33,52.8,0,512.0,
321,young,4456,163,6,543,0,13,1,0,62,1982,398,1557,11810815,165438.6,31250,2.3,48.1,1126.0,1467722,8807.8,460.4,622.7,7579.9,920,0,1471248,1104086,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,763.4,3.5,33,52.8,0,512.0,
322,young,3988,157,6,382,0,12,1,0,51,1877,405,1414,11829331,165947.4,28465,2.1,50.2,1126.0,1472148,8813.4,460.8,624.7,7582.7,920,0,1475718,1108052,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,758.5,3.5,33,52.8,0,512.0,
323,young,4375,280,9,607,0,24,2,0,89,1669,411,1590,11848578,166457.5,25066,1.8,52.0,1126.0,1476567,8824.0,464.1,626.5,7587.8,920,0,1480191,1111740,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,753.7,3.5,33,52.8,0,512.0,
324,young,3820,16,7,358,0,18,1,0,68,1840,418,1456,11867763,166966.7,29694,2.2,54.3,1126.0,1480974,8830.3,464.2,628.2,7590.7,920,0,1484671,1115662,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,749.1,3.5,33,52.8,0,512.0,
325,young,5063,158,4,617,0,27,2,0,94,2313,410,1774,11880937,167477.8,36871,2.7,57.0,1126.0,1485417,8833.5,464.4,629.5,7592.2,920,0,1489181,1119902,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,743.7,3.5,33,52.8,0,512.0,
326,young,5140,303,7,893,0,14,1,0,94,1767,407,1973,11896226,167986.9,36633,2.7,59.7,1126.0,1489901,8839.0,464.6,630.8,7595.8,920,0,1493716,1123830,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,737.7,3.5,33,52.8,0,512.0,
327,young,5106,19,18,489,0,29,2,0,72,2302,407,2078,11911084,168497.5,37991,2.8,62.5,1126.0,1494404,8843.4,464.8,632.1,7598.2,920,0,1498270,1127968,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,732.6,3.5,33,52.8,0,512.0,
328,young,4822,26,7,357,0,23,1,0,72,2077,408,2177,11930828,169004.8,33957,2.4,64.9,1126.0,1498926,8848.5,465.0,633.7,7600.9,920,0,1502850,1132069,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,727.3,3.5,33,52.8,0,512.9,
329,young,4860,24,7,577,0,22,2,0,79,2000,404,2044,11949533,169516.0,25292,1.8,66.8,1126.0,1503449,8855.1,465.3,635.2,7605.3,920,0,1507443,1135931,0,0,0,0,0,0,0,0,0,0,0,1,198.0,0,0,431,722.2,3.5,33,52.8,0,514.8,
330,young,4878,31,7,598,0,15,1,0,64,1934,402,2162,11965308,170028.5,26731,2.0,68.8,1126.0,1508013,8861.0,465.4,636.6,7609.1,920,0,1512072,1139896,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,716.9,3.5,33,52.8,0,516.8,
331,young,4862,21,8,387,0,23,2,0,85,1893,401,2335,11985312,170539.9,24964,1.8,70.5,1126.0,1512589,8865.4,465.6,638.0,7611.7,920,0,1516733,1143988,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,712.1,3.5,33,52.8,0,518.5,
332,young,4738,19,7,425,0,20,1,1,76,1738,398,2400,12000398,171054.2,23404,1.8,72.4,1126.0,1517232,8870.7,466.0,639.4,7614.6,920,0,1521427,1148186,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,707.7,3.5,33,52.8,0,520.4,
333,young,5027,49,7,504,0,20,2,0,84,1710,400,2538,12018471,171570.1,27112,1.9,74.2,1126.0,1521900,8875.1,466.2,641.0,7616.9,920,0,1526147,1152389,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,702.5,3.5,33,52.8,0,522.2,
334,young,4712,43,10,505,0,22,2,0,71,1624,399,2370,12035569,172079.2,22292,1.7,76.0,1126.0,1526575,8882.6,466.4,642.7,7622.1,920,0,1530900,1156448,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,698.0,3.5,33,52.8,0,524.0,
335,young,5941,32,7,373,0,29,2,0,91,2367,409,2954,12051792,172606.3,37263,2.7,78.7,1126.0,1531302,8889.2,466.8,644.5,7626.1,920,0,1535677,1160678,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,692.1,3.5,33,52.8,0,526.7,
336,young,5329,25,8,281,0,24,1,1,88,2201,407,2648,12074556,173127.1,36132,2.6,81.4,1126.0,1536056,8894.6,467.1,645.9,7629.3,920,0,1540495,1164996,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,4,427,685.2,3.5,33,52.8,0,529.4,
337,young,5764,26,8,396,0,20,1,0,72,2308,413,2866,12094173,173650.7,35151,2.6,84.0,1126.0,1540840,8899.5,467.3,647.3,7632.2,920,0,1545318,1169308,0,0,0,0,0,0,0,0,0,0,0,0,198.0,0,0,431,680.2,3.5,33,52.8,0,532.0,
338,full-cycle,11077,33,945,0,0,0,1,1,244,1459,417,260,12105502,174189.4,145412,18.1,18.1,1126.0,1547381,8905.3,468.4,649.5,7634.2,939,0,1551664,1175336,977,6631,2353,113398,32,271,322,0,0,0,1064,0,150.0,11,9,434,851.3,15.2,34,59.8,0,512.0,promoted
339,young,2894,32,7,408,0,91,1,0,68,1559,434,602,12135076,175048.6,36109,5.1,23.2,1126.0,1553310,8911.7,468.6,651.7,7637.6,968,0,1557618,1180373,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,453,831.0,14.2,34,58.1,0,512.0,
340,young,3248,23,7,268,0,28,2,0,97,2094,440,674,12149694,175525.3,32519,2.9,26.0,1126.0,1557794,8917.3,468.8,653.1,7641.4,978,0,1562156,1184232,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,825.1,14.2,34,57.5,0,512.0,
341,young,3940,32,7,412,0,19,1,0,75,2397,445,913,12163291,176032.9,36773,2.7,28.8,1126.0,1562302,8921.5,468.9,654.4,7643.8,978,0,1566698,1188333,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,818.2,14.2,34,57.5,0,512.0,
342,young,3810,203,7,425,0,32,2,1,106,1978,447,966,12178137,176544.7,31857,2.3,31.0,1126.0,1566774,8926.3,469.1,656.1,7646.3,978,0,1571222,1192413,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,812.7,14.2,34,57.5,0,512.0,
343,young,3648,33,7,505,0,31,2,0,108,1811,449,1072,12193120,177055.3,25603,1.9,33.0,1126.0,1571241,8931.4,469.3,657.6,7649.4,978,0,1575738,1196398,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,807.6,14.2,34,57.5,0,512.0,
344,young,3733,37,7,443,0,34,2,1,107,1893,448,1154,12208931,177568.6,26667,2.0,34.9,1126.0,1575710,8936.9,469.5,659.0,7652.8,978,0,1580267,1200391,0,0,0,0,0,0,0,0,0,0,0,1,152.0,0,0,453,803.4,14.2,34,57.5,0,512.0,
345,young,3886,22,8,708,0,20,1,0,106,1765,450,1177,12225116,178081.7,26819,2.0,36.9,1126.0,1580191,8942.3,469.9,660.5,7655.9,978,0,1584795,1204322,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,453,798.6,14.2,34,57.5,0,512.0,
